******2.CPP*********
x	f(x)	q(x)	r(x)
----	----	----	----
9.91999999999999992895e-01	1.67772160000001188979e-17	7.04731412115577882105e-18	-4.69107174980165630984e-15	
9.92099999999999981881e-01	1.51710880990658895277e-17	1.73472347597680709441e-17	-5.01562767013519206216e-15	
9.92199999999999970868e-01	1.37011437068317687092e-17	1.72388145425195205007e-17	-1.93736086201434787313e-15	
9.92299999999999959854e-01	1.23573629154773255256e-17	1.14925430283463470005e-17	3.15014941215663313301e-15	
9.92399999999999948841e-01	1.11303478745503588542e-17	6.93889390390722837765e-18	-1.89084858881471973291e-16	
9.92499999999999937828e-01	1.00112915039069140808e-17	1.20888542232133744392e-17	-5.05650209203789557932e-15	
9.92599999999999926814e-01	8.99194740203847144810e-18	9.97465998686664079287e-18	-3.02882718905550518684e-15	
9.92699999999999915801e-01	8.06460091894155344064e-18	1.20888542232133744392e-17	1.02955838299223501053e-15	
9.92799999999999904787e-01	7.22204136308812348430e-18	4.82469966756049473133e-18	-3.41735103756568570077e-15	
9.92899999999999893774e-01	6.45753531245838326886e-18	6.34258270904020093894e-18	-1.75797961257662116452e-15	
9.92999999999999882760e-01	5.76480100000077251982e-18	2.76471553983803630672e-18	-1.79668563013435367282e-15	
9.93099999999999871747e-01	5.13798374428717387072e-18	7.10152422978005404275e-18	-8.25240483587341699945e-16	
9.93199999999999860734e-01	4.57163239653450890709e-18	3.25260651745651330202e-19	5.22845655659409658256e-15	
9.93299999999999849720e-01	4.06067677556713878278e-18	-9.21571846612678768906e-19	-4.50214952124605716222e-16	
9.93399999999999838707e-01	3.60040606269766391769e-18	-1.73472347597680709441e-18	-5.20205623369407454959e-15	
9.93499999999999827693e-01	3.18644812890692574184e-18	2.54787510534093541992e-18	-6.79756815072374287467e-15	
9.93599999999999816680e-01	2.81474976710720495888e-18	7.69783542464708148145e-18	-4.04504988532616849284e-15	
9.93699999999999805667e-01	2.48155780267582233938e-18	7.04731412115577882105e-18	-2.83052661170790642586e-15	
9.93799999999999794653e-01	2.18340105584953840695e-18	1.02999206386122921231e-18	-1.61876805362948239519e-15	
9.93899999999999783640e-01	1.91707312997335413987e-18	-3.79470760369926551903e-18	3.72667391737580011579e-15	
9.93999999999999772626e-01	1.67961600000050920776e-18	-1.40946282423115576421e-18	-1.19462816375315306061e-15	
9.94099999999999761613e-01	1.46830437604368464493e-18	-6.39679281766447616064e-18	-2.84749437570730457026e-15	
9.94199999999999750599e-01	1.28063081718060047348e-18	7.42678488152570537295e-18	-5.65807166744147771453e-15	
9.94299999999999739586e-01	1.11429157112041726054e-18	4.66206934168766906623e-18	-5.29199080390174714239e-16	
9.94399999999999728573e-01	9.67173115740534975423e-19	5.09575021068187083984e-18	-1.96495380730410396097e-15	
9.94499999999999717559e-01	8.37339378906593954552e-19	4.60785923306339384453e-18	-5.70794496737581091850e-15	
9.94599999999999706546e-01	7.23019613391674289126e-19	-7.04731412115577882105e-19	5.60478313066381517160e-16	
9.94699999999999695532e-01	6.22596904113896096162e-19	4.60785923306339384453e-18	-3.90502517474966559519e-15	
9.94799999999999684519e-01	5.34597285314819455894e-19	-5.96311194867027438704e-19	3.98053985606328097901e-15	
9.94899999999999673506e-01	4.57679445704244417727e-19	-1.84314369322535753781e-18	1.27057652593576264621e-15	
9.94999999999999662492e-01	3.90625000000210929312e-19	7.86046575051990714655e-18	-4.89658227159628367531e-15	
9.95099999999999651479e-01	3.32329305696199103095e-19	-2.98155597433513719352e-18	2.78379749807378118476e-15	
9.95199999999999640465e-01	2.81792804290728868558e-19	-2.22261445359528408972e-18	7.88561924092157084942e-15	
9.95299999999999629452e-01	2.38112866617760158933e-19	-2.00577401909818320291e-18	-2.49138817215444063891e-15	
9.95399999999999618439e-01	2.00476122319493029827e-19	-3.25260651745651330202e-19	-4.60840133414963659675e-16	
9.95499999999999607425e-01	1.68151253906367354052e-19	-3.36102673470506374542e-18	-1.55122225828363546896e-15	
9.95599999999999596412e-01	1.40482236252263091182e-19	2.27682456221955931142e-18	-2.46585521099240700948e-15	
9.95699999999999585398e-01	1.16882002776100162384e-19	-2.05998412772245842461e-18	8.86497906332772700466e-16	
9.95799999999999574385e-01	9.68265199642384958662e-20	-9.37834879199961335416e-18	-4.08429800397014375335e-15	
9.95899999999999563371e-01	7.98492522912780319806e-20	2.33103467084383453312e-18	5.59811528730302931933e-15	
9.95999999999999552358e-01	6.55360000000586756776e-20	-3.68628738645071507563e-18	-4.82795227407795124464e-15	
9.96099999999999541345e-01	5.35200926048603526404e-20	2.27682456221955931142e-18	6.87525123638232926737e-15	
9.96199999999999530331e-01	4.34779213850029884332e-20	-1.73472347597680709441e-18	6.93835180282098562543e-16	
9.96299999999999519318e-01	3.51247945392465069423e-20	2.33103467084383453312e-18	3.97528147552672628251e-15	
9.96399999999999508304e-01	2.82110990745908240853e-20	1.30104260698260532081e-18	5.69157351457127980154e-15	
9.96499999999999497291e-01	2.25187539062758760366e-20	-2.60208521396521064162e-18	5.80752893691860450076e-16	
9.96599999999999486278e-01	1.78579390489815858739e-20	2.87313575708658675012e-18	6.42189209795751558829e-15	
9.96699999999999475264e-01	1.40640861824278892934e-20	3.30681662608078852372e-18	3.15063730313425161000e-15	
9.96799999999999464251e-01	1.09951162777747264563e-20	-1.35525271560688054251e-18	-1.34923539354958599290e-15	
9.96899999999999453237e-01	8.52891037442203500126e-21	-2.76471553983803630672e-18	5.83929606057242978068e-15	
9.96999999999999442224e-01	6.56100000000975901645e-21	-4.33680868994201773603e-19	-5.78394753966704477932e-15	
9.97099999999999431211e-01	5.00246412961784896882e-21	4.55364912443911862283e-18	1.39623555772683261011e-15	
9.97199999999999420197e-01	3.77801998336625850775e-21	-3.79470760369926551903e-19	4.05930714389435287615e-15	
9.97299999999999409184e-01	2.82429536481494413484e-21	-2.92734586571086197182e-18	4.50030637755283180468e-15	
9.97399999999999398170e-01	2.08827064576386703563e-21	5.85469173142172394364e-18	-6.10080562457593345016e-16	
9.97499999999999387157e-01	1.52587890625299230653e-21	6.28837260041592571724e-18	2.93233319570429529222e-15	
9.97599999999999376143e-01	1.10075314176228897201e-21	-2.16840434497100886801e-18	-2.13929351663977307396e-15	
9.97699999999999365130e-01	7.83109852811729278468e-22	-2.60208521396521064162e-18	-2.14346769500384226603e-16	
9.97799999999999354117e-01	5.48758735361288834592e-22	-2.43945488809238497652e-18	-3.68872684133880746060e-15	
9.97899999999999343103e-01	3.78228593610946516582e-22	5.09575021068187083984e-18	-5.60407839925169959372e-15	
9.97999999999999332090e-01	2.56000000000683930100e-22	8.13151629364128325506e-18	1.10268781952638228461e-15	
9.98099999999999321076e-01	1.69835630410485495121e-22	5.90890184004599916534e-18	1.76724954115137222743e-17	
9.98199999999999310063e-01	1.10199605760337920058e-22	-1.57209315010398142931e-18	-3.38639706554122454918e-15	
9.98299999999999299050e-01	6.97575744102301046294e-23	7.37257477290143015125e-18	-2.66621577246772822889e-15	
9.98399999999999288036e-01	4.29496729601528930765e-23	-2.16840434497100886801e-19	4.10798782143895202523e-15	
9.98499999999999277023e-01	2.56289062500988207476e-23	-8.40256683676265936356e-18	4.20524075631090177296e-15	
9.98599999999999266009e-01	1.47578905600618985459e-23	-8.67361737988403547206e-19	1.05303136002654618153e-15	
9.98699999999999254996e-01	8.15730721003739885830e-24	-5.85469173142172394364e-18	3.31397236041919285299e-15	
9.98799999999999243983e-01	4.29981696002167190075e-24	1.19262238973405487741e-18	-1.91486366693527365612e-15	
9.98899999999999232969e-01	2.14358881001195780451e-24	-3.03576608295941241522e-18	1.03568412526677811059e-15	
9.98999999999999221956e-01	1.00000000000622434996e-24	5.04154010205759561813e-18	3.51606764537049087949e-15	
9.99099999999999210942e-01	4.30467210003019232411e-25	-4.87890977618476995303e-18	1.60272186147669692957e-15	
9.99199999999999199929e-01	1.67772160001342299960e-25	-4.77048955893621950963e-18	1.93725244179709932268e-15	
9.99299999999999188915e-01	5.76480100005343676063e-26	7.04731412115577882105e-19	-7.73816774546354224640e-15	
9.99399999999999177902e-01	1.67961600001841079649e-26	4.33680868994201773603e-19	-3.22474252162363583807e-15	
9.99499999999999166889e-01	3.90625000005206971081e-27	6.07153216591882483044e-18	2.61184303351758018152e-16	
9.99599999999999155875e-01	6.55360000011064151254e-28	2.16840434497100886801e-19	-7.75150343218511395094e-16	
9.99699999999999144862e-01	6.56100000014961525001e-29	-8.67361737988403547206e-19	1.29442897373044374376e-15	
9.99799999999999133848e-01	2.56000000008869392828e-30	6.77626357803440271255e-18	-2.47740196412937763171e-17	
9.99899999999999122835e-01	1.00000000007017322402e-32	9.75781955236953990607e-19	-1.52563508701297756431e-15	
9.99999999999999111822e-01	3.87259191484931827282e-121	0.00000000000000000000e+00	0.00000000000000000000e+00	
1.00009999999999910081e+00	9.99999999928064590885e-33	1.30104260698260532081e-18	-4.27479232567584688240e-15	
1.00019999999999908979e+00	2.55999999990679487787e-30	3.46944695195361418882e-18	1.49359691281603090829e-15	
1.00029999999999907878e+00	6.56099999983882406621e-29	-1.95156391047390798121e-18	-5.61876933868887817880e-15	
1.00039999999999906777e+00	6.55359999987781072802e-28	3.03576608295941241522e-18	-3.05636592423663699947e-16	
1.00049999999999905675e+00	3.90624999994104705314e-27	-1.30104260698260532081e-18	-3.55325577988674368157e-15	
1.00059999999999904574e+00	1.67961599997862938147e-26	-4.33680868994201773603e-19	3.57819242985391028355e-15	
1.00069999999999903473e+00	5.76480099993640504816e-26	2.05998412772245842461e-18	-3.68682948753695782784e-15	
1.00079999999999902371e+00	1.67772159998362054439e-25	3.90312782094781596243e-18	-2.73533366096367913656e-15	
