0	1.0000000000000000e+00	2.6902186074297540e+04
1	-9.1999999999999993e+00	2.4751031188353736e+05
2	4.2819999999999993e+01	1.1519934277014204e+06
3	-1.3404800000000000e+02	3.6063192868874366e+06
4	3.1696539999999993e+02	8.5273781353141461e+06
5	-6.0310193599999991e+02	1.6225364605977084e+07
6	9.6101253519999989e+02	2.5854298054218009e+07
7	-1.3181256942628565e+03	3.5461781822066255e+07
8	1.5877755483022852e+03	4.2716220020196185e+07
9	-1.7055791932715420e+03	4.5885515401034579e+07
10	1.6536426431337618e+03	4.4488254728620797e+07
11	-1.4612721506238836e+03	3.9312877573423281e+07
12	1.1864054240701148e+03	3.1918084883314181e+07
13	-8.9100313453594526e+02	2.3970824121202901e+07
14	6.2253738673418411e+02	1.6748238153516684e+07
15	-4.0667016772950387e+02	1.0940724193292635e+07
16	2.4944964824109718e+02	6.7109893027983056e+06
17	-1.4422224134126344e+02	3.8800387948562573e+06
18	7.8858496088740907e+01	2.1215437938146614e+06
19	-4.0900636636840375e+01	1.1003584379981477e+06
20	2.0176521053206081e+01	5.4281170022638491e+05
21	-9.4895269676736227e+00	2.5529950976838797e+05
22	4.2647316601887848e+00	1.1473386941100673e+05
23	-1.8349830356458483e+00	4.9367890051159615e+04
24	7.5739571008387063e-01	2.0375357720261087e+04
25	-3.0029481817385473e-01	8.0798873704785601e+03
26	1.1464531214263751e-01	3.0833241651193002e+03
27	-4.2109848199148453e-02	1.1338890816621140e+03
28	1.4993817353930718e-02	4.0238145823682964e+02
29	-5.0909201854281612e-03	1.3796197303797115e+02
30	1.7378905779538573e-03	4.5754793595461116e+01
31	-5.0900844741700018e-04	1.4693948974248851e+01
32	2.0719061691996054e-04	4.5740877198461991e+00
33	-1.4180002966009142e-05	1.3814872583286351e+00
34	5.2231182999781759e-05	4.0518523512381505e-01
35	3.2877065946894122e-05	1.1550217725375621e-01
36	3.8360732445212282e-05	3.2025922919888865e-02
37	3.6849018978108357e-05	8.6439857766295054e-03
38	3.7254794698225723e-05	2.2726739261200763e-03
39	3.7148668740656564e-05	5.8245245767599878e-04
40	3.7175730859836697e-05	1.4560477019191374e-04
41	3.7168998332626027e-05	3.5521662106990593e-05
42	3.7170633374948617e-05	8.4661857369977797e-06
43	3.7170245527700003e-05	1.9681409608692051e-06
44	3.7170335437743999e-05	4.5072568270320137e-07
45	3.7170315058134026e-05	9.7550756530851218e-08
46	3.7170319577091019e-05	2.4023584306325915e-08
47	3.7170318596381202e-05	2.3606343783535396e-09
48	3.7170318804782037e-05	3.2460120739105368e-09
49	3.7170318761400642e-05	2.0789143191201512e-09
50	3.7170318770250449e-05	2.3170023238096495e-09
51	3.7170318768480489e-05	2.2693847593323656e-09
52	3.7170318768827671e-05	2.2787250576324945e-09
53	3.7170318768760857e-05	2.2769275492644011e-09
54	3.7170318768773481e-05	2.2772671799023077e-09
55	3.7170318768771143e-05	2.2772042853397321e-09
56	3.7170318768771570e-05	2.2772157704337678e-09
57	3.7170318768771495e-05	2.2772137650998886e-09
58	3.7170318768771509e-05	2.2772141297060484e-09
59	3.7170318768771509e-05	2.2772141297060484e-09
60	3.7170318768771509e-05	2.2772141297060484e-09
61	3.7170318768771509e-05	2.2772141297060484e-09
62	3.7170318768771509e-05	2.2772141297060484e-09
63	3.7170318768771509e-05	2.2772141297060484e-09
64	3.7170318768771509e-05	2.2772141297060484e-09
65	3.7170318768771509e-05	2.2772141297060484e-09
66	3.7170318768771509e-05	2.2772141297060484e-09
67	3.7170318768771509e-05	2.2772141297060484e-09
68	3.7170318768771509e-05	2.2772141297060484e-09
69	3.7170318768771509e-05	2.2772141297060484e-09
70	3.7170318768771509e-05	2.2772141297060484e-09
71	3.7170318768771509e-05	2.2772141297060484e-09
72	3.7170318768771509e-05	2.2772141297060484e-09
73	3.7170318768771509e-05	2.2772141297060484e-09
74	3.7170318768771509e-05	2.2772141297060484e-09
75	3.7170318768771509e-05	2.2772141297060484e-09
76	3.7170318768771509e-05	2.2772141297060484e-09
77	3.7170318768771509e-05	2.2772141297060484e-09
78	3.7170318768771509e-05	2.2772141297060484e-09
79	3.7170318768771509e-05	2.2772141297060484e-09
80	3.7170318768771509e-05	2.2772141297060484e-09
81	3.7170318768771509e-05	2.2772141297060484e-09
82	3.7170318768771509e-05	2.2772141297060484e-09
83	3.7170318768771509e-05	2.2772141297060484e-09
84	3.7170318768771509e-05	2.2772141297060484e-09
85	3.7170318768771509e-05	2.2772141297060484e-09
86	3.7170318768771509e-05	2.2772141297060484e-09
87	3.7170318768771509e-05	2.2772141297060484e-09
88	3.7170318768771509e-05	2.2772141297060484e-09
89	3.7170318768771509e-05	2.2772141297060484e-09
90	3.7170318768771509e-05	2.2772141297060484e-09
91	3.7170318768771509e-05	2.2772141297060484e-09
92	3.7170318768771509e-05	2.2772141297060484e-09
93	3.7170318768771509e-05	2.2772141297060484e-09
94	3.7170318768771509e-05	2.2772141297060484e-09
95	3.7170318768771509e-05	2.2772141297060484e-09
96	3.7170318768771509e-05	2.2772141297060484e-09
97	3.7170318768771509e-05	2.2772141297060484e-09
98	3.7170318768771509e-05	2.2772141297060484e-09
99	3.7170318768771509e-05	2.2772141297060484e-09
100	3.7170318768771509e-05	2.2772141297060484e-09
