4	2.29252e-05	6.46843e-06
16	3.16133e-05	4.71277e-06
64	9.26994e-05	6.85924e-06
256	0.000381742	1.70375e-05
1024	0.00208453	9.90346e-06
4096	0.0136912	2.58599e-05
